seed,avg_cost,avg_peak
0,2.80345,0.7811666666666667
1,3.3389166666666674,0.7816666666666666
2,2.8052500000000005,0.7816666666666666
3,3.3389166666666674,0.7816666666666666
4,2.8243500000000004,0.7816666666666666
